"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","cytokine-mediated signaling pathway","GO:0019221","0.000001178517914787222","5.928663811328796","482","127","18","21110","APOA1,PTPRC,CCL5,CXCR1,CD74,HSPA1A,STAT1,IRAK3,CEBPA,ACSL1,OAS3,CCL3,IL1R2,PF4,CCL4,XCL2,USP18,PPBP"
"GO:BP","antigen processing and presentation","GO:0019882","0.000001184595591956101","5.926429887761851","107","60","8","21110","HLA-DQB1,HLA-DRB1,HLA-DPB1,CD74,HLA-DPA1,FCGR1A,HLA-DRA,RAB10"
"GO:BP","negative regulation of very-low-density lipoprotein particle remodeling","GO:0010903","0.00000125774313709692","5.900408043733138","4","13","3","21110","APOA1,APOC3,APOA2"
"GO:BP","activation of immune response","GO:0002253","0.0000013686839059569635","5.863696839484288","545","128","19","21110","IGHG1,EZR,IGHM,HLA-DRB1,PTPRC,HLA-DPB1,HSPA1A,CD59,PDE4B,CD36,IRAK3,OAS3,IGHV3-30,IGHG4,IGHA1,CFH,C9,KLRD1,IGLC3"
"GO:BP","cholesterol efflux","GO:0033344","0.0000014343846489749804","5.843334371313367","55","18","5","21110","APOA1,APOA4,APOC3,APOA2,APOC2"
"GO:BP","positive regulation of fatty acid biosynthetic process","GO:0045723","0.0000016743048100246496","5.776165475099481","21","48","5","21110","APOA1,APOA4,APOC2,CD74,ANXA1"
"GO:BP","acute inflammatory response","GO:0002526","0.0000018825866104936975","5.725245034466318","118","117","10","21110","IGHG1,APOA2,HP,S100A8,FCGR1A,SAA1,CRP,ORM1,SERPINA3,SERPINA1"
"GO:BP","response to cytokine","GO:0034097","0.0000018841561243327645","5.724883113683822","919","127","24","21110","APOA1,FABP4,PTPRC,CCL5,CXCR1,CD74,HLA-DPA1,GAPDH,ANXA1,HSPA1A,STAT1,IRAK3,CEBPA,ACSL1,OAS3,SPP1,CCL3,IL1R2,PF4,CCL4,XCL2,APOB,USP18,PPBP"
"GO:BP","regulation of lipase activity","GO:0060191","0.0000018959975051460455","5.722162238465262","88","48","7","21110","APOA1,APOA4,APOC3,APOA2,APOC2,CCL5,ANXA1"
"GO:BP","regulation of lipoprotein lipase activity","GO:0051004","0.0000019371754017654208","5.712831054257631","18","18","4","21110","APOA1,APOA4,APOC3,APOC2"
"GO:BP","lipid localization","GO:0010876","0.0000021407819154139277","5.669427572666527","483","116","17","21110","APOA1,APOA4,APOC3,SFTPA1,FABP4,APOA2,APOC2,RBP4,ANXA2,ANXA1,CD36,ACSL1,ACSL3,SPP1,PLTP,CRP,APOB"
"GO:BP","plasma lipoprotein particle assembly","GO:0034377","0.000002211262005401183","5.655359796200781","26","13","4","21110","APOA1,APOA4,APOC3,APOA2"
"GO:BP","antigen processing and presentation of peptide antigen","GO:0048002","0.0000028826900078907773","5.54020205726523","63","39","6","21110","HLA-DRB1,HLA-DPB1,CD74,HLA-DPA1,FCGR1A,HLA-DRA"
"GO:BP","regulation of lipid catabolic process","GO:0050994","0.000002886282166213062","5.539661214046705","63","18","5","21110","APOA1,APOA4,APOC3,APOA2,APOC2"
"GO:BP","regulation of sterol transport","GO:0032371","0.00000312927283330937","5.5045565701759","64","18","5","21110","APOA1,APOA4,APOC3,APOA2,APOC2"
"GO:BP","regulation of cholesterol transport","GO:0032374","0.00000312927283330937","5.5045565701759","64","18","5","21110","APOA1,APOA4,APOC3,APOA2,APOC2"
"GO:BP","antigen processing and presentation of exogenous peptide antigen via MHC class II","GO:0019886","0.0000032689352569619035","5.48559368077253","29","39","5","21110","HLA-DRB1,HLA-DPB1,CD74,HLA-DPA1,HLA-DRA"
"GO:BP","glycerolipid catabolic process","GO:0046503","0.0000033720219246338474","5.472109610287941","67","68","7","21110","APOA1,APOA4,APOC3,APOA2,APOC2,PRDX6,FAAH"
"GO:BP","positive regulation of catalytic activity","GO:0043085","0.000003378989510276213","5.471213156445355","1116","109","24","21110","S100A12,APOA1,APOA4,APOA2,APOC2,HLA-DRB1,S100A8,ITGAM,PTPRC,CCL5,CD74,FCGR1A,RALGAPA2,HSPA1A,PPIA,PSME2,PRKAG2,ACSL1,SASH1,PRTN3,AREG,CCL3,CCL4,XCL2"
"GO:BP","plasma lipoprotein particle clearance","GO:0034381","0.0000034857885994796946","5.457698954823088","40","116","7","21110","APOA1,APOC3,APOA2,APOC2,ANXA2,CD36,APOB"
"GO:BP","protein-lipid complex assembly","GO:0065005","0.000003509426226237612","5.454763882721685","29","13","4","21110","APOA1,APOA4,APOC3,APOA2"
"GO:BP","cell surface receptor signaling pathway","GO:0007166","0.000003966648005850603","5.401576336430117","2890","128","44","21110","APOA1,IGHG1,EZR,IGHM,HLA-DRB1,BPI,LRG1,ITGAM,PTPRC,CCL5,CXCR1,HLA-DPB1,CD74,FCGR1A,KLRB1,ANXA1,HSPA1A,CD59,MMP9,STAT1,PDE4B,CD36,IRAK3,CEBPA,ACSL1,SASH1,TSPEAR,OAS3,CD177,IGHV3-30,IGHG4,AREG,CCL3,IL1R2,IGHA1,LY6E,PF4,CCL4,XCL2,TF,KLRD1,USP18,PPBP,IGLC3"
"GO:BP","cellular response to organic substance","GO:0071310","0.0000040656985610673925","5.390864823956226","2019","129","36","21110","APOA1,FABP4,EZR,HLA-DRB1,BPI,PTPRC,CCL5,CXCR1,CD74,HLA-DPA1,GAPDH,ANXA1,HSPA1A,HSP90B1,PKM,STAT1,RAB10,YWHAH,PDE4B,CD36,IRAK3,CEBPA,ACSL1,SASH1,OAS3,SPP1,CCL3,SPON2,IL1R2,PF4,CCL4,XCL2,APOB,USP18,PPBP,ACTB"
"GO:BP","negative regulation of catalytic activity","GO:0043086","0.000004128034454036314","5.384256686590291","644","70","15","21110","APOA1,APOC3,FABP4,APOA2,HP,GZMA,PTPRC,CST7,GAPDH,ANXA1,PPIA,MMP9,PRKAG2,IRAK3,CEBPA"
"GO:BP","lipid homeostasis","GO:0055088","0.000004932686832519849","5.3069164562438935","159","18","6","21110","APOA1,APOA4,APOC3,FABP4,APOA2,APOC2"
"GO:BP","positive regulation of lymphocyte activation","GO:0051251","0.000005165710570171832","5.286869930585963","399","129","16","21110","IGHG1,IGHM,HLA-DRB1,PTPRC,CCL5,HLA-DPB1,CD74,HLA-DPA1,HLA-DRA,ANXA1,IGHV3-30,IGHG4,IGHA1,CD83,IGLC3,ACTB"
"GO:BP","regulation of biological process","GO:0050789","0.000006011938088687437","5.220985500453702","12480","130","108","21110","S100A12,APOA1,APOA4,APOC3,MUC5AC,FABP4,IGHG1,APOA2,HP,EZR,NAMPT,IGHM,APOC2,HLA-DRB1,LCN2,BPI,LRG1,HSPG2,GZMA,ANXA3,S100A8,RBP4,BASP1,ITGAM,PTPRC,CCL5,CXCR1,NKG7,HLA-DPB1,CD74,HLA-DPA1,FCGR1A,HLA-DRA,CST7,GAPDH,KLRB1,MUC1,ARPC4,RALGAPA2,ANXA2,ANXA1,HSPA1A,HSP90B1,CD59,PPIA,PSME2,MMP9,STOM,PKM,STAT1,PRDX6,RAB10,YWHAH,PDE4B,PRKAG2,CD36,PARVB,FAAH,IRAK3,CEBPA,ACSL1,ACSL3,SASH1,MIR744,TSPEAR,MPP7,HEATR1,OAS3,CD177,MAFF,IGHV3-30,SPP1,PLTP,PRTN3,IGHG4,AREG,RND3,CCL3,SPON2,IL1R2,IGHA1,FGFBP2,LY6E,PF4,CCL4,MMP8,CD83,DUSP2,XCL2,SAA1,CRP,CFH,ORM1,SERPINA3,TF,APOB,SERPINA1,KNG1,C9,KLRD1,PTGDS,OLFM4,USP18,GLUL,PPBP,IGLC3,ACTB,ATP6V0B"
"GO:BP","antigen processing and presentation of peptide antigen via MHC class II","GO:0002495","0.0000064980671746726435","5.1872158033882565","33","39","5","21110","HLA-DRB1,HLA-DPB1,CD74,HLA-DPA1,HLA-DRA"
"GO:BP","positive regulation of response to external stimulus","GO:0032103","0.000006669157078301146","5.1759290535461036","566","121","18","21110","S100A12,FABP4,S100A8,CCL5,NKG7,CD74,FCGR1A,HSPA1A,CD36,IRAK3,CEBPA,SASH1,OAS3,CCL3,CCL4,MMP8,XCL2,KLRD1"
"GO:BP","lymphocyte mediated immunity","GO:0002449","0.000006858208712631338","5.163789302340813","353","128","15","21110","IGHG1,IGHM,HLA-DRB1,PTPRC,NKG7,CD74,FCGR1A,HLA-DRA,KLRB1,IGHV3-30,IGHG4,IGHA1,C9,KLRD1,IGLC3"
"GO:BP","negative regulation of cytokine production","GO:0001818","0.000006872917692426314","5.16285885701326","283","113","13","21110","APOA1,APOA2,EZR,HLA-DRB1,BPI,PTPRC,ANXA1,IRAK3,OAS3,IL1R2,MMP8,CD83,ORM1"
"GO:BP","cellular response to cytokine stimulus","GO:0071345","0.000007192470947270943","5.143121883690733","826","127","22","21110","APOA1,FABP4,PTPRC,CCL5,CXCR1,CD74,HLA-DPA1,GAPDH,HSPA1A,STAT1,IRAK3,CEBPA,ACSL1,OAS3,CCL3,IL1R2,PF4,CCL4,XCL2,APOB,USP18,PPBP"
"GO:BP","response to chemical","GO:0042221","0.000008278144100920958","5.082067017934038","4124","129","54","21110","S100A12,APOA1,APOA4,DMBT1,FABP4,APOA2,HP,EZR,HLA-DRB1,BPI,ANXA3,S100A8,RBP4,PTPRC,CCL5,CXCR1,CD74,HLA-DPA1,GAPDH,ANXA1,HSPA1A,HSP90B1,PPIA,MMP9,PKM,STAT1,PRDX6,RAB10,YWHAH,PDE4B,CD36,IRAK3,CEBPA,ACSL1,MSRA,SASH1,OAS3,SPP1,AREG,CCL3,SPON2,IL1R2,PF4,CCL4,CD83,XCL2,SAA1,TF,APOB,PTGDS,USP18,GLUL,PPBP,ACTB"
"GO:BP","antimicrobial humoral response","GO:0019730","0.00000863771790451103","5.063600983492358","127","127","10","21110","S100A12,DMBT1,IGHM,GAPDH,PRTN3,SPON2,IGHA1,PF4,TF,PPBP"
"GO:BP","response to lipid","GO:0033993","0.00000927419558517462","5.032723749429389","916","127","23","21110","APOA4,APOA2,BPI,ANXA3,S100A8,RBP4,CCL5,ANXA1,HSPA1A,YWHAH,PDE4B,CD36,IRAK3,ACSL1,SASH1,SPP1,AREG,CCL3,SPON2,PF4,APOB,PTGDS,PPBP"
"GO:BP","localization","GO:0051179","0.000010387051432024872","4.983507717942155","5604","66","40","21110","APOA1,APOA4,APOC3,SFTPA1,DMBT1,FABP4,IGHG1,APOA2,EZR,IGHM,APOC2,HLA-DRB1,LCN2,HSPG2,ANXA3,S100A8,RBP4,ITGAM,NCF4,PTPRC,CCL5,CXCR1,NKG7,CD74,FCGR1A,MUC1,ANXA2,SELENBP1,ANXA1,HSPA1A,HSP90B1,PPIA,MMP9,STOM,RAB10,YWHAH,SLC2A3,PDE4B,PRKAG2,CD36"
"GO:BP","positive regulation of lipid catabolic process","GO:0050996","0.00001289334116696037","4.889634525443655","28","18","4","21110","APOA1,APOA4,APOA2,APOC2"
"GO:BP","cell chemotaxis","GO:0060326","0.000013482221512682556","4.870238541687258","318","127","14","21110","S100A12,S100A8,CCL5,CXCR1,CD74,ANXA1,PPIA,PDE4B,CCL3,PF4,CCL4,XCL2,SAA1,PPBP"
"GO:BP","cell adhesion","GO:0007155","0.000014782608631373455","4.830248920863766","1530","129","30","21110","APOA1,APOA4,EZR,HLA-DRB1,LRG1,S100A8,ITGAM,PTPRC,CCL5,HLA-DPB1,CD74,HLA-DPA1,HLA-DRA,MUC1,ANXA2,ANXA1,PPIA,RAB10,CD36,PARVB,CD177,SPP1,RND3,SPON2,CCL4,CD83,SAA1,KNG1,OLFM4,ACTB"
"GO:BP","regulation of lipid transport","GO:0032368","0.000014877278398746642","4.827476509953659","137","92","9","21110","APOA1,APOA4,APOC3,APOA2,APOC2,ANXA2,ACSL1,SPP1,PLTP"
"GO:BP","cholesterol transport","GO:0030301","0.000015487785202629983","4.81001068314773","109","116","9","21110","APOA1,APOA4,APOC3,APOA2,APOC2,ANXA2,CD36,PLTP,APOB"
"GO:BP","immune response-regulating signaling pathway","GO:0002764","0.000016214241935311138","4.790103351092598","499","128","17","21110","IGHG1,EZR,IGHM,HLA-DRB1,PTPRC,HLA-DPB1,FCGR1A,HSPA1A,PDE4B,CD36,IRAK3,OAS3,IGHV3-30,IGHG4,IGHA1,KLRD1,IGLC3"
"GO:BP","MHC class II protein complex assembly","GO:0002399","0.000016934177246419755","4.771235898872904","14","39","4","21110","HLA-DRB1,HLA-DPB1,HLA-DPA1,HLA-DRA"
"GO:BP","peptide antigen assembly with MHC class II protein complex","GO:0002503","0.000016934177246419755","4.771235898872904","14","39","4","21110","HLA-DRB1,HLA-DPB1,HLA-DPA1,HLA-DRA"
"GO:BP","triglyceride catabolic process","GO:0019433","0.00001723892307382394","4.763489868308535","30","18","4","21110","APOA1,APOA4,APOC3,APOC2"
"GO:BP","positive regulation of CoA-transferase activity","GO:1905920","0.000017583389025811545","4.754897415191771","8","13","3","21110","APOA1,APOA4,APOA2"
"GO:BP","regulation of CoA-transferase activity","GO:1905918","0.000017583389025811545","4.754897415191771","8","13","3","21110","APOA1,APOA4,APOA2"
"GO:BP","response to organic cyclic compound","GO:0014070","0.00001858492322227403","4.730839228714696","935","129","23","21110","APOA4,APOA2,EZR,ANXA3,CCL5,ANXA1,HSPA1A,HSP90B1,STAT1,YWHAH,PDE4B,CD36,IRAK3,CEBPA,ACSL1,SPP1,AREG,CCL3,CD83,APOB,PTGDS,USP18,ACTB"
"GO:BP","regulation of vesicle-mediated transport","GO:0060627","0.000019079811164367817","4.719425927885534","532","93","15","21110","APOA1,APOC3,APOA2,EZR,APOC2,ITGAM,PTPRC,FCGR1A,ANXA2,ANXA1,RAB10,CD36,ACSL3,CD177,PRTN3"
"GO:BP","chemical homeostasis","GO:0048878","0.0000199790043114558","4.699426159394096","1003","32","12","21110","APOA1,APOA4,APOC3,FABP4,APOA2,APOC2,HLA-DRB1,LCN2,S100A8,RBP4,PTPRC,CCL5"
"GO:BP","regulation of fatty acid metabolic process","GO:0019217","0.000021431804494823175","4.66894126110229","91","65","7","21110","APOA1,APOA4,APOC3,APOC2,CD74,ANXA1,PRKAG2"
"GO:BP","biological regulation","GO:0065007","0.000021908061440868443","4.659396049768416","12891","130","109","21110","S100A12,APOA1,APOA4,APOC3,MUC5AC,FABP4,IGHG1,APOA2,HP,EZR,NAMPT,IGHM,APOC2,HLA-DRB1,LCN2,BPI,LRG1,HSPG2,GZMA,ANXA3,S100A8,RBP4,BASP1,ITGAM,PTPRC,CCL5,CXCR1,NKG7,HLA-DPB1,CD74,HLA-DPA1,FCGR1A,HLA-DRA,CST7,GAPDH,KLRB1,MUC1,ARPC4,RALGAPA2,ANXA2,ANXA1,HSPA1A,HSP90B1,CD59,PPIA,PSME2,MMP9,STOM,PKM,STAT1,PRDX6,RAB10,YWHAH,PDE4B,PRKAG2,CD36,PARVB,FAAH,IRAK3,CEBPA,ACSL1,ACSL3,SASH1,MIR744,SLC18A1,TSPEAR,MPP7,HEATR1,OAS3,CD177,MAFF,IGHV3-30,SPP1,PLTP,PRTN3,IGHG4,AREG,RND3,CCL3,SPON2,IL1R2,IGHA1,FGFBP2,LY6E,PF4,CCL4,MMP8,CD83,DUSP2,XCL2,SAA1,CRP,CFH,ORM1,SERPINA3,TF,APOB,SERPINA1,KNG1,C9,KLRD1,PTGDS,OLFM4,USP18,GLUL,PPBP,IGLC3,ACTB,ATP6V0B"
"GO:BP","organic substance transport","GO:0071702","0.00002340357164387969","4.630717859390657","3017","72","30","21110","APOA1,APOA4,APOC3,SFTPA1,DMBT1,FABP4,APOA2,EZR,APOC2,HLA-DRB1,S100A8,RBP4,ITGAM,PTPRC,CCL5,CD74,ANXA2,SELENBP1,ANXA1,HSP90B1,PPIA,STOM,RAB10,YWHAH,SLC2A3,PDE4B,PRKAG2,CD36,ACSL1,ACSL3"
"GO:BP","homeostatic process","GO:0042592","0.000025280064328946465","4.597221825260265","1673","71","22","21110","APOA1,APOA4,APOC3,FABP4,APOA2,APOC2,HLA-DRB1,LCN2,S100A8,RBP4,PTPRC,CCL5,CD74,ANXA1,HSPA1A,HSP90B1,STAT1,PRDX6,PDE4B,CD36,CEBPA,ACSL1"
"GO:BP","negative regulation of immune system process","GO:0002683","0.000025929743369869545","4.586201781479822","466","124","16","21110","APOA1,APOA2,EZR,HLA-DRB1,BPI,PTPRC,CD74,CST7,ANXA1,CD59,IRAK3,CEBPA,OAS3,CCL3,KLRD1,USP18"
"GO:BP","regulation of macrophage activation","GO:0043030","0.00002766427228878763","4.558080749455636","58","106","7","21110","BPI,PTPRC,CD74,CST7,CEBPA,CCL3,MMP8"
"GO:BP","organic hydroxy compound transport","GO:0015850","0.00003069727479126815","4.512900178126995","280","129","13","21110","APOA1,APOA4,APOC3,APOA2,APOC2,RBP4,ANXA2,CD36,SLC18A1,SPP1,PLTP,APOB,ACTB"
"GO:BP","regulation of tumor necrosis factor production","GO:0032680","0.000030872168836751354","4.510432859317816","163","113","10","21110","BPI,PTPRC,CD36,IRAK3,OAS3,CCL3,SPON2,PF4,MMP8,ORM1"
"GO:BP","tumor necrosis factor production","GO:0032640","0.000030872168836751354","4.510432859317816","163","113","10","21110","BPI,PTPRC,CD36,IRAK3,OAS3,CCL3,SPON2,PF4,MMP8,ORM1"
"GO:BP","cholesterol import","GO:0070508","0.0000311035285020251","4.507190340168196","10","66","4","21110","APOA1,APOC3,APOA2,CD36"
"GO:BP","intestinal absorption","GO:0050892","0.00003134352068896228","4.503852222611795","42","15","4","21110","APOA1,APOA4,APOA2,EZR"
"GO:BP","cellular response to stimulus","GO:0051716","0.00003307624984814675","4.480483736198728","7521","110","68","21110","S100A12,APOA1,APOA4,APOC3,MUC5AC,FABP4,IGHG1,HP,EZR,NAMPT,IGHM,HLA-DRB1,BPI,LRG1,GZMA,S100A8,ITGAM,PTPRC,CCL5,CXCR1,NKG7,HLA-DPB1,CD74,HLA-DPA1,FCGR1A,GAPDH,KLRB1,MUC1,RALGAPA2,ANXA1,HSPA1A,HSP90B1,CD59,PPIA,MMP9,PKM,STAT1,PRDX6,RAB10,YWHAH,PDE4B,PRKAG2,CD36,IRAK3,CEBPA,ACSL1,MSRA,SASH1,TSPEAR,OAS3,CD177,IGHV3-30,SPP1,IGHG4,AREG,RND3,CCL3,SPON2,IL1R2,IGHA1,LY6E,PF4,CCL4,MMP8,CD83,DUSP2,XCL2,SAA1"
"GO:BP","triglyceride metabolic process","GO:0006641","0.00003352297659121349","4.474657426206876","102","18","5","21110","APOA1,APOA4,APOC3,APOA2,APOC2"
"GO:BP","regulation of intestinal cholesterol absorption","GO:0030300","0.00003765191652143366","4.424212912863031","10","13","3","21110","APOA1,APOA4,APOA2"
"GO:BP","monocarboxylic acid metabolic process","GO:0032787","0.000038647796438152134","4.412875262988419","628","72","14","21110","LDHA,APOA1,APOA4,APOC3,APOC2,CD74,GAPDH,ANXA1,PKM,PRKAG2,CD36,FAAH,ACSL1,ACSL3"
"GO:BP","phospholipid transport","GO:0015914","0.00003880346602821038","4.411129480341457","105","18","5","21110","APOA1,APOA4,APOC3,APOA2,APOC2"
"GO:BP","positive regulation of fatty acid metabolic process","GO:0045923","0.00004012375036979095","4.396598480218356","38","48","5","21110","APOA1,APOA4,APOC2,CD74,ANXA1"
"GO:BP","tumor necrosis factor superfamily cytokine production","GO:0071706","0.000041193731568883106","4.385168865330039","168","113","10","21110","BPI,PTPRC,CD36,IRAK3,OAS3,CCL3,SPON2,PF4,MMP8,ORM1"
"GO:BP","regulation of tumor necrosis factor superfamily cytokine production","GO:1903555","0.000041193731568883106","4.385168865330039","168","113","10","21110","BPI,PTPRC,CD36,IRAK3,OAS3,CCL3,SPON2,PF4,MMP8,ORM1"
"GO:BP","acylglycerol homeostasis","GO:0055090","0.00004139098946957577","4.383094191476979","37","18","4","21110","APOA1,APOA4,APOC3,APOC2"
"GO:BP","triglyceride homeostasis","GO:0070328","0.00004139098946957577","4.383094191476979","37","18","4","21110","APOA1,APOA4,APOC3,APOC2"
"GO:BP","sterol transport","GO:0015918","0.000044840908917711485","4.348325592911455","123","116","9","21110","APOA1,APOA4,APOC3,APOA2,APOC2,ANXA2,CD36,PLTP,APOB"
"GO:BP","positive regulation of immune effector process","GO:0002699","0.000044931785619584273","4.347446321907245","254","121","12","21110","HLA-DRB1,RBP4,ITGAM,PTPRC,CD74,FCGR1A,HLA-DRA,ANXA1,CD36,CD177,SPON2,KLRD1"
"GO:BP","immune response-activating signaling pathway","GO:0002757","0.00004764428749610734","4.321989163391694","471","128","16","21110","IGHG1,EZR,IGHM,HLA-DRB1,PTPRC,HLA-DPB1,HSPA1A,PDE4B,CD36,IRAK3,OAS3,IGHV3-30,IGHG4,IGHA1,KLRD1,IGLC3"
"GO:BP","MHC protein complex assembly","GO:0002396","0.00005149270899377759","4.288254259656527","18","39","4","21110","HLA-DRB1,HLA-DPB1,HLA-DPA1,HLA-DRA"
"GO:BP","peptide antigen assembly with MHC protein complex","GO:0002501","0.00005149270899377759","4.288254259656527","18","39","4","21110","HLA-DRB1,HLA-DPB1,HLA-DPA1,HLA-DRA"
"GO:BP","regulation of intestinal lipid absorption","GO:1904729","0.00005175298734123756","4.2860645763373295","11","13","3","21110","APOA1,APOA4,APOA2"
"GO:BP","regulation of triglyceride metabolic process","GO:0090207","0.000057183741781128314","4.2427274302699365","40","18","4","21110","APOA1,APOA4,APOC3,APOC2"
"GO:BP","regulation of transferase activity","GO:0051338","0.00006338498735416264","4.198013591981054","860","74","16","21110","S100A12,APOA1,APOA4,FABP4,APOA2,HLA-DRB1,PTPRC,CCL5,CD74,FCGR1A,PPIA,PRKAG2,IRAK3,CEBPA,ACSL1,SASH1"
"GO:BP","positive regulation of transferase activity","GO:0051347","0.00006763566871995242","4.169824211707836","535","74","13","21110","S100A12,APOA1,APOA4,APOA2,HLA-DRB1,PTPRC,CCL5,CD74,FCGR1A,PPIA,PRKAG2,ACSL1,SASH1"
"GO:BP","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","GO:0002460","0.00007088400326222582","4.149451763107479","360","128","14","21110","IGHG1,IGHM,HLA-DRB1,PTPRC,CD74,FCGR1A,HLA-DRA,ANXA1,IGHV3-30,IGHG4,IGHA1,C9,KLRD1,IGLC3"
"GO:BP","regulation of interleukin-8 production","GO:0032677","0.00007477552563101263","4.126240525433442","85","49","6","21110","APOA2,BPI,PTPRC,CD74,ANXA1,HSPA1A"
"GO:BP","interleukin-8 production","GO:0032637","0.00007477552563101263","4.126240525433442","85","49","6","21110","APOA2,BPI,PTPRC,CD74,ANXA1,HSPA1A"
"GO:BP","positive regulation of lipoprotein lipase activity","GO:0051006","0.0000751450667616472","4.124099525370078","9","18","3","21110","APOA1,APOA4,APOC2"
"GO:BP","positive regulation of triglyceride catabolic process","GO:0010898","0.0000751450667616472","4.124099525370078","9","18","3","21110","APOA1,APOA4,APOC2"
"GO:BP","regulation of intestinal absorption","GO:1904478","0.00008964143139398422","4.047491217269222","13","13","3","21110","APOA1,APOA4,APOA2"
"GO:BP","macrophage activation","GO:0042116","0.00010705283505651224","3.9704018268927044","106","106","8","21110","BPI,ITGAM,PTPRC,CD74,CST7,CEBPA,CCL3,MMP8"
"GO:BP","positive regulation of triglyceride lipase activity","GO:0061365","0.00010729287713240076","3.9694291086470326","10","18","3","21110","APOA1,APOA4,APOC2"
"GO:BP","acylglycerol metabolic process","GO:0006639","0.00011355746035012237","3.9447843287937783","130","18","5","21110","APOA1,APOA4,APOC3,APOA2,APOC2"
"GO:BP","high-density lipoprotein particle assembly","GO:0034380","0.00011404854920355398","3.9429102349546135","14","13","3","21110","APOA1,APOA4,APOA2"
"GO:BP","neutral lipid metabolic process","GO:0006638","0.00011800291003778699","3.9281072825432846","131","18","5","21110","APOA1,APOA4,APOC3,APOA2,APOC2"
"GO:BP","positive regulation of tumor necrosis factor production","GO:0032760","0.00012090181937343122","3.917567163672756","101","113","8","21110","PTPRC,CD36,OAS3,CCL3,SPON2,PF4,MMP8,ORM1"
"GO:BP","regulation of lymphocyte activation","GO:0051249","0.0001264330733401599","3.898139305086078","570","129","17","21110","IGHG1,IGHM,HLA-DRB1,PTPRC,CCL5,HLA-DPB1,CD74,HLA-DPA1,HLA-DRA,ANXA1,IGHV3-30,IGHG4,IGHA1,CD83,KLRD1,IGLC3,ACTB"
"GO:BP","receptor-mediated endocytosis","GO:0006898","0.00012667983346890824","3.897292516215675","256","46","8","21110","APOC3,EZR,APOC2,HSPG2,ITGAM,CXCR1,FCGR1A,ANXA2"
"GO:BP","positive regulation of T cell activation","GO:0050870","0.00013206417120220485","3.8792149898019765","246","48","8","21110","HLA-DRB1,PTPRC,CCL5,HLA-DPB1,CD74,HLA-DPA1,HLA-DRA,ANXA1"
"GO:BP","positive regulation of protein metabolic process","GO:0051247","0.00013675797598941414","3.8640473353625255","1451","74","20","21110","S100A12,EZR,HLA-DRB1,S100A8,PTPRC,CCL5,CD74,FCGR1A,MUC1,ANXA2,HSPA1A,PPIA,PSME2,MMP9,PKM,PRKAG2,CD36,CEBPA,ACSL1,SASH1"
"GO:BP","response to oxygen-containing compound","GO:1901700","0.00014957991713122052","3.82512671171603","1796","129","31","21110","APOA4,FABP4,APOA2,HP,EZR,HLA-DRB1,BPI,S100A8,RBP4,CCL5,ANXA1,HSP90B1,MMP9,PKM,STAT1,RAB10,PDE4B,CD36,IRAK3,CEBPA,ACSL1,SASH1,SPP1,AREG,CCL3,SPON2,PF4,APOB,GLUL,PPBP,ACTB"
"GO:BP","granulocyte activation","GO:0036230","0.0001549604782284076","3.809779051997012","48","98","6","21110","ANXA3,ITGAM,CCL5,ANXA1,CD177,CCL3"
"GO:BP","phagocytosis, engulfment","GO:0006911","0.00015974745514079662","3.79656605164914","129","128","9","21110","IGHG1,IGHM,ITGAM,FCGR1A,CD36,IGHV3-30,IGHG4,IGHA1,IGLC3"
"GO:BP","positive regulation of tumor necrosis factor superfamily cytokine production","GO:1903557","0.0001638736213953906","3.7854909488359128","105","113","8","21110","PTPRC,CD36,OAS3,CCL3,SPON2,PF4,MMP8,ORM1"
"GO:BP","fatty acid metabolic process","GO:0006631","0.00017770950622053122","3.750289339844133","399","72","11","21110","APOA1,APOA4,APOC3,APOC2,CD74,ANXA1,PRKAG2,CD36,FAAH,ACSL1,ACSL3"
"GO:BP","regulation of phosphate metabolic process","GO:0019220","0.00018593603502240047","3.730636434355089","1333","74","19","21110","S100A12,APOA1,FABP4,APOC2,HLA-DRB1,PTPRC,CCL5,CD74,FCGR1A,HSP90B1,PPIA,MMP9,PRKAG2,CD36,IRAK3,CEBPA,ACSL1,ACSL3,SASH1"
"GO:BP","regulation of phosphorus metabolic process","GO:0051174","0.00018813112449786158","3.7255393486310884","1334","74","19","21110","S100A12,APOA1,FABP4,APOC2,HLA-DRB1,PTPRC,CCL5,CD74,FCGR1A,HSP90B1,PPIA,MMP9,PRKAG2,CD36,IRAK3,CEBPA,ACSL1,ACSL3,SASH1"
"GO:BP","regulation of cell killing","GO:0031341","0.00019060237078660644","3.719871701739993","100","121","8","21110","HLA-DRB1,ITGAM,PTPRC,HLA-DRA,KLRB1,CD59,CFH,KLRD1"
"GO:BP","regulation of multicellular organismal development","GO:2000026","0.00019559603037248532","3.7086399634789844","1407","107","24","21110","HLA-DRB1,LRG1,HSPG2,ANXA3,RBP4,BASP1,PTPRC,CD74,HLA-DRA,CST7,ANXA2,ANXA1,HSPA1A,MMP9,PKM,STAT1,YWHAH,CEBPA,SASH1,MAFF,SPP1,CCL3,PF4,CD83"
