gene	Liao202134556700_gwas	Xu202134268393	Bhargava201728785034	Chen201627095254	Batra202236121875	Lu201729151698	Morrell201930990758	Liao202134556700_trans	maic_score	contributors
FBXO15	0.0	0.0	0.0	0.0	0.0	0.0	1.0302212905832981	0.0	1.0302212905832981	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
CTSV	0.0	0.0	0.0	0.0	0.0	0.0	1.0302204149640244	0.0	1.0302204149640244	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
FPR2	0.0	0.0	0.0	0.0	0.0	0.0	1.0302195393447509	0.0	1.0302195393447509	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
SYK	0.0	0.0	0.0	0.0	0.0	0.0	1.030218663725477	0.0	1.030218663725477	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
TFCP2L1	0.0	0.0	0.0	0.0	0.0	0.0	1.0302177881062036	0.0	1.0302177881062036	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
ST3GAL1	0.0	0.0	0.0	0.0	0.0	0.0	1.0302169124869298	0.0	1.0302169124869298	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
PAQR8	0.0	0.0	0.0	0.0	0.0	0.0	1.0302160368676563	0.0	1.0302160368676563	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
WASL	0.0	0.0	0.0	0.0	0.0	0.0	1.0302151612483825	0.0	1.0302151612483825	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
FLJ10986	0.0	0.0	0.0	0.0	0.0	0.0	1.0302142856291088	0.0	1.0302142856291088	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
PDIA6	0.0	0.0	0.0	0.0	0.0	0.0	1.0302134100098352	0.0	1.0302134100098352	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
CLPTM1	0.0	0.0	0.0	0.0	0.0	0.0	1.0302125343905615	0.0	1.0302125343905615	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
DDIT4L	0.0	0.0	0.0	0.0	0.0	0.0	1.030211658771288	0.0	1.030211658771288	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
NBPF1	0.0	0.0	0.0	0.0	0.0	0.0	1.0302107831520142	0.0	1.0302107831520142	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
PPP3R1	0.0	0.0	0.0	0.0	0.0	0.0	1.0302099075327407	0.0	1.0302099075327407	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
COMMD10	0.0	0.0	0.0	0.0	0.0	0.0	1.0302081562941932	0.0	1.0302081562941932	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
ALDH7A1	0.0	0.0	0.0	0.0	0.0	0.0	1.0302072806749196	0.0	1.0302072806749196	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
CCL22	0.0	0.0	0.0	0.0	0.0	0.0	1.0302064050556459	0.0	1.0302064050556459	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
PGS1	0.0	0.0	0.0	0.0	0.0	0.0	1.0302055294363723	0.0	1.0302055294363723	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
SNTB1	0.0	0.0	0.0	0.0	0.0	0.0	1.0302046538170986	0.0	1.0302046538170986	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
PPHLN1	0.0	0.0	0.0	0.0	0.0	0.0	1.0302037781978248	0.0	1.0302037781978248	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
PTGES2	0.0	0.0	0.0	0.0	0.0	0.0	1.0302029025785513	0.0	1.0302029025785513	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
CLN8	0.0	0.0	0.0	0.0	0.0	0.0	1.0302020269592775	0.0	1.0302020269592775	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
LAP3	0.0	0.0	0.0	0.0	0.0	0.0	1.030201151340004	0.0	1.030201151340004	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
CYB5R2	0.0	0.0	0.0	0.0	0.0	0.0	1.0302002757207303	0.0	1.0302002757207303	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
CYBRD1	0.0	0.0	0.0	0.0	0.0	0.0	1.0301994001014567	0.0	1.0301994001014567	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
CDK5RAP2	0.0	0.0	0.0	0.0	0.0	0.0	1.030198524482183	0.0	1.030198524482183	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
IFI27L2	0.0	0.0	0.0	0.0	0.0	0.0	1.0301976488629092	0.0	1.0301976488629092	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
Sep-15	0.0	0.0	0.0	0.0	0.0	0.0	1.0301967732436357	0.0	1.0301967732436357	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
KCNMB1	0.0	0.0	0.0	0.0	0.0	0.0	1.030195897624362	0.0	1.030195897624362	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
CD1C	0.0	0.0	0.0	0.0	0.0	0.0	1.0301950220050884	0.0	1.0301950220050884	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
VCL	0.0	0.0	0.0	0.0	0.0	0.0	1.0301941463858146	0.0	1.0301941463858146	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
CSNK1G2	0.0	0.0	0.0	0.0	0.0	0.0	1.0301932707665409	0.0	1.0301932707665409	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
MAFB	0.0	0.0	0.0	0.0	0.0	0.0	1.0301923951472673	0.0	1.0301923951472673	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
GLS	0.0	0.0	0.0	0.0	0.0	0.0	1.0301915195279936	0.0	1.0301915195279936	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
TMEM187	0.0	0.0	0.0	0.0	0.0	0.0	1.03019064390872	0.0	1.03019064390872	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
HEBP1	0.0	0.0	0.0	0.0	0.0	0.0	1.0301897682894463	0.0	1.0301897682894463	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
GRPEL2	0.0	0.0	0.0	0.0	0.0	0.0	1.0301888926701728	0.0	1.0301888926701728	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
PLIN2	0.0	0.0	0.0	0.0	0.0	0.0	1.030188017050899	0.0	1.030188017050899	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
THBD	0.0	0.0	0.0	0.0	0.0	0.0	1.0301871414316253	0.0	1.0301871414316253	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
CDC25B	0.0	0.0	0.0	0.0	0.0	0.0	1.0301862658123517	0.0	1.0301862658123517	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
COX15	0.0	0.0	0.0	0.0	0.0	0.0	1.030185390193078	0.0	1.030185390193078	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
LPIN1	0.0	0.0	0.0	0.0	0.0	0.0	1.0301845145738044	0.0	1.0301845145738044	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
SP140	0.0	0.0	0.0	0.0	0.0	0.0	1.0301836389545307	0.0	1.0301836389545307	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
HLX	0.0	0.0	0.0	0.0	0.0	0.0	1.030182763335257	0.0	1.030182763335257	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
GTF3C5	0.0	0.0	0.0	0.0	0.0	0.0	1.0301810120967096	0.0	1.0301810120967096	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
AMD1	0.0	0.0	0.0	0.0	0.0	0.0	1.0301801364774361	0.0	1.0301801364774361	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
TIMM10	0.0	0.0	0.0	0.0	0.0	0.0	1.0301792608581624	0.0	1.0301792608581624	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
CNBP	0.0	0.0	0.0	0.0	0.0	0.0	1.0301783852388888	0.0	1.0301783852388888	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
MRPS21	0.0	0.0	0.0	0.0	0.0	0.0	1.030177509619615	0.0	1.030177509619615	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
SNRNP70	0.0	0.0	0.0	0.0	0.0	0.0	1.0301766340003413	0.0	1.0301766340003413	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
SIK1	0.0	0.0	0.0	0.0	0.0	0.0	1.0301757583810678	0.0	1.0301757583810678	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
NR1H3	0.0	0.0	0.0	0.0	0.0	0.0	1.030174882761794	0.0	1.030174882761794	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
FARP1	0.0	0.0	0.0	0.0	0.0	0.0	1.0301740071425205	0.0	1.0301740071425205	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
HSPH1	0.0	0.0	0.0	0.0	0.0	0.0	1.0301731315232467	0.0	1.0301731315232467	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
LPP	0.0	0.0	0.0	0.0	0.0	0.0	1.0301722559039732	0.0	1.0301722559039732	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
KRT24	0.0	0.0	0.0	0.0	0.0	0.0	1.0301713802846995	0.0	1.0301713802846995	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
LANCL1	0.0	0.0	0.0	0.0	0.0	0.0	1.0301705046654257	0.0	1.0301705046654257	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
TOX2	0.0	0.0	0.0	0.0	0.0	0.0	1.0301696290461522	0.0	1.0301696290461522	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
MRPL52	0.0	0.0	0.0	0.0	0.0	0.0	1.0301687534268784	0.0	1.0301687534268784	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
PTTG1	0.0	0.0	0.0	0.0	0.0	0.0	1.0301678778076049	0.0	1.0301678778076049	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
ALDH1A3	0.0	0.0	0.0	0.0	0.0	0.0	1.0301670021883311	0.0	1.0301670021883311	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
KRT13	0.0	0.0	0.0	0.0	0.0	0.0	1.0301661265690574	0.0	1.0301661265690574	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
LAIR2	0.0	0.0	0.0	0.0	0.0	0.0	1.0301652509497838	0.0	1.0301652509497838	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
SPRR3	0.0	0.0	0.0	0.0	0.0	0.0	1.03016437533051	0.0	1.03016437533051	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
IRAK3	0.0	0.0	0.0	0.0	0.0	0.0	1.0301634997112366	0.0	1.0301634997112366	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
ZNF428	0.0	0.0	0.0	0.0	0.0	0.0	1.0301626240919628	0.0	1.0301626240919628	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
A2ML1	0.0	0.0	0.0	0.0	0.0	0.0	1.0301617484726893	0.0	1.0301617484726893	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
PIK3IP1	0.0	0.0	0.0	0.0	0.0	0.0	1.0301608728534155	0.0	1.0301608728534155	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
ENC1	0.0	0.0	0.0	0.0	0.0	0.0	1.0301599972341418	0.0	1.0301599972341418	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
SNHG32	0.0	0.0	0.0	0.0	0.0	0.0	1.0301591216148682	0.0	1.0301591216148682	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
ZDHHC19	0.0	0.0	0.0	0.0	0.0	0.0	1.0301582459955945	0.0	1.0301582459955945	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
MT1E	0.0	0.0	0.0	0.0	0.0	0.0	1.030157370376321	0.0	1.030157370376321	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
SOWAHC	0.0	0.0	0.0	0.0	0.0	0.0	1.0301556191377734	0.0	1.0301556191377734	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
MAL	0.0	0.0	0.0	0.0	0.0	0.0	1.0301547435185	0.0	1.0301547435185	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
MYBPC3	0.0	0.0	0.0	0.0	0.0	0.0	1.0301538678992261	0.0	1.0301538678992261	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
TMPRSS11D	0.0	0.0	0.0	0.0	0.0	0.0	1.0301529922799526	0.0	1.0301529922799526	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
ABCB9	0.0	0.0	0.0	0.0	0.0	0.0	1.0301521166606789	0.0	1.0301521166606789	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
ATP8B4	0.0	0.0	0.0	0.0	0.0	0.0	1.0301512410414053	0.0	1.0301512410414053	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
SLC20A1	0.0	0.0	0.0	0.0	0.0	0.0	1.0301503654221316	0.0	1.0301503654221316	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
SIRPB1	0.0	0.0	0.0	0.0	0.0	0.0	1.0301494898028578	0.0	1.0301494898028578	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
TMEM236	0.0	0.0	0.0	0.0	0.0	0.0	1.0301486141835843	0.0	1.0301486141835843	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
COA8	0.0	0.0	0.0	0.0	0.0	0.0	1.0301477385643105	0.0	1.0301477385643105	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
SPRR2D	0.0	0.0	0.0	0.0	0.0	0.0	1.030146862945037	0.0	1.030146862945037	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
KLF9	0.0	0.0	0.0	0.0	0.0	0.0	1.0301459873257632	0.0	1.0301459873257632	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
WFDC3	0.0	0.0	0.0	0.0	0.0	0.0	1.0301451117064895	0.0	1.0301451117064895	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
HLA-DMA	0.0	0.0	0.0	0.0	0.0	0.0	1.030144236087216	0.0	1.030144236087216	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
CARHSP1	0.0	0.0	0.0	0.0	0.0	0.0	1.0301433604679422	0.0	1.0301433604679422	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
CYSRT1	0.0	0.0	0.0	0.0	0.0	0.0	1.0301424848486687	0.0	1.0301424848486687	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
IRS2	0.0	0.0	0.0	0.0	0.0	0.0	1.030141609229395	0.0	1.030141609229395	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
KLK7	0.0	0.0	0.0	0.0	0.0	0.0	1.0301407336101214	0.0	1.0301407336101214	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
TRABD	0.0	0.0	0.0	0.0	0.0	0.0	1.0301398579908476	0.0	1.0301398579908476	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
SPRR2A	0.0	0.0	0.0	0.0	0.0	0.0	1.0301389823715739	0.0	1.0301389823715739	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
RNF146	0.0	0.0	0.0	0.0	0.0	0.0	1.0301381067523003	0.0	1.0301381067523003	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
SPRR2E	0.0	0.0	0.0	0.0	0.0	0.0	1.0301372311330266	0.0	1.0301372311330266	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
CELF2	0.0	0.0	0.0	0.0	0.0	0.0	1.030136355513753	0.0	1.030136355513753	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
SPRR1A	0.0	0.0	0.0	0.0	0.0	0.0	1.0301354798944793	0.0	1.0301354798944793	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
ANKDD1A	0.0	0.0	0.0	0.0	0.0	0.0	1.0301346042752055	0.0	1.0301346042752055	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
ITLN1	0.0	0.0	0.0	0.0	0.0	0.0	1.030133728655932	0.0	1.030133728655932	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
TKT	0.0	0.0	0.0	0.0	0.0	0.0	1.0301328530366582	0.0	1.0301328530366582	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
HADH	0.0	0.0	0.0	0.0	0.0	0.0	1.0301319774173847	0.0	1.0301319774173847	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
HLA-F	0.0	0.0	0.0	0.0	0.0	0.0	1.030131101798111	0.0	1.030131101798111	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
SYTL4	0.0	0.0	0.0	0.0	0.0	0.0	1.0301302261788374	0.0	1.0301302261788374	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
CD83	0.0	0.0	0.0	0.0	0.0	0.0	1.0301293505595637	0.0	1.0301293505595637	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
FAM131A	0.0	0.0	0.0	0.0	0.0	0.0	1.03012847494029	0.0	1.03012847494029	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
RNASE7	0.0	0.0	0.0	0.0	0.0	0.0	1.0301275993210164	0.0	1.0301275993210164	TRANSCRIPTOMICS/MICROARRAY: Morrell201930990758
PUM3	1.0300958313531465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0300958313531465	GWAS/GENOTYPING: Liao202134556700_gwas
RHOC	1.0297072065000263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0297072065000263	GWAS/GENOTYPING: Liao202134556700_gwas
CPA3	1.029318581646906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.029318581646906	GWAS/GENOTYPING: Liao202134556700_gwas
NECAB1	1.0289299567937857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0289299567937857	GWAS/GENOTYPING: Liao202134556700_gwas
AJUBA	1.0285413319406655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0285413319406655	GWAS/GENOTYPING: Liao202134556700_gwas
CHRM2	1.0281527070875454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0281527070875454	GWAS/GENOTYPING: Liao202134556700_gwas
MIR6760	1.027764082234425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.027764082234425	GWAS/GENOTYPING: Liao202134556700_gwas
RAB8A	1.0273754573813048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0273754573813048	GWAS/GENOTYPING: Liao202134556700_gwas
LDHAL6B	1.0269868325281846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0269868325281846	GWAS/GENOTYPING: Liao202134556700_gwas
RTN4RL2	1.0265982076750644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0265982076750644	GWAS/GENOTYPING: Liao202134556700_gwas
MIR550A1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	TRANSCRIPTOMICS/MICROARRAY: Lu201729151698
MIR324	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	TRANSCRIPTOMICS/MICROARRAY: Lu201729151698
MIR484	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	TRANSCRIPTOMICS/MICROARRAY: Lu201729151698
MIR331	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	TRANSCRIPTOMICS/MICROARRAY: Lu201729151698
MIR22	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	TRANSCRIPTOMICS/MICROARRAY: Lu201729151698
MIR140	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	TRANSCRIPTOMICS/MICROARRAY: Lu201729151698
MIR1260B	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	TRANSCRIPTOMICS/MICROARRAY: Lu201729151698
MIR342	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	TRANSCRIPTOMICS/MICROARRAY: Lu201729151698
MIR762	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	TRANSCRIPTOMICS/MICROARRAY: Lu201729151698
MIR23B	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	TRANSCRIPTOMICS/MICROARRAY: Lu201729151698
MIR23A	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	TRANSCRIPTOMICS/MICROARRAY: Lu201729151698
MIR150	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	TRANSCRIPTOMICS/MICROARRAY: Lu201729151698
