gene	Bime201829425463	Christie201222295056	GuillenGuio202031982041	Liao202134556700_gwas	Meyer201121257790	Meyer201323449693	Tejera201223048207	Shortt201425372662	Xu202134268393	Bhargava201428856588	Bhargava201728785034	Bowler200414742308	Chang200818658106	Chen201324041686	Chen201627095254	Dong201323773529	Mirchandani202235624205_prot	Nguyen201323505561	Batra202236121875	Ren201627565730	Sarma20220_prot	Bos201930645145	Dolinay201222461369	Howrylak200919174476	Juss201627064380	Kangelaris201525795726	Kovach201525849954	Lu201729151698	Martucci202133375484	Mirchandani202235624205_trans	Morrell201829769438	Morrell201930990758	Nick201627606687	Wang200818203972	Zhu201728856588	Englert201930665420	Liao202134556700_trans	Sarma20220_bulk	Scheller201930239899	Zhang202133747181	Zhang202235804020	Jiang202032554932	Sarma20220_sc	maic_score	contributors
AL135905.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3251973193002524	0.0	0.0	0.0	0.0	0.0	1.3251973193002524	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
COMMD8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3251870216006374	0.0	0.0	0.0	0.0	0.0	1.3251870216006374	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
FDXR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3251818727508298	0.0	0.0	0.0	0.0	0.0	1.3251818727508298	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
UPF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3251767239010224	0.0	0.0	0.0	0.0	0.0	1.3251767239010224	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
HMMR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3251715750512147	0.0	0.0	0.0	0.0	0.0	1.3251715750512147	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
B3GALT9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3251664262014073	0.0	0.0	0.0	0.0	0.0	1.3251664262014073	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
MRPL50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3251612773515997	0.0	0.0	0.0	0.0	0.0	1.3251612773515997	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
SDSL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.325156128501792	0.0	0.0	0.0	0.0	0.0	1.325156128501792	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
VBP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3251509796519847	0.0	0.0	0.0	0.0	0.0	1.3251509796519847	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
THAP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.325145830802177	0.0	0.0	0.0	0.0	0.0	1.325145830802177	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
SLC13A3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3251406819523697	0.0	0.0	0.0	0.0	0.0	1.3251406819523697	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
ANKMY1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.325135533102562	0.0	0.0	0.0	0.0	0.0	1.325135533102562	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
CCDC126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3251303842527546	0.0	0.0	0.0	0.0	0.0	1.3251303842527546	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
KRT15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.325114937703332	0.0	0.0	0.0	0.0	0.0	1.325114937703332	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
GABPA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3251097888535244	0.0	0.0	0.0	0.0	0.0	1.3251097888535244	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
UAP1L1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.325104640003717	0.0	0.0	0.0	0.0	0.0	1.325104640003717	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
PPP6C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3250994911539093	0.0	0.0	0.0	0.0	0.0	1.3250994911539093	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
KAT14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3250943423041017	0.0	0.0	0.0	0.0	0.0	1.3250943423041017	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
SPTBN5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3250788957546793	0.0	0.0	0.0	0.0	0.0	1.3250788957546793	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
CYP2B6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3250737469048717	0.0	0.0	0.0	0.0	0.0	1.3250737469048717	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
POU2AF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3250685980550643	0.0	0.0	0.0	0.0	0.0	1.3250685980550643	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
RBM18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.325058300355449	0.0	0.0	0.0	0.0	0.0	1.325058300355449	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
MTHFD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3250531515056416	0.0	0.0	0.0	0.0	0.0	1.3250531515056416	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
NPR2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.325048002655834	0.0	0.0	0.0	0.0	0.0	1.325048002655834	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
PTMS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3250428538060266	0.0	0.0	0.0	0.0	0.0	1.3250428538060266	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
ANO9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.325037704956219	0.0	0.0	0.0	0.0	0.0	1.325037704956219	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
DCAF13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3250325561064116	0.0	0.0	0.0	0.0	0.0	1.3250325561064116	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
ACTR10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.325027407256604	0.0	0.0	0.0	0.0	0.0	1.325027407256604	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
SPIRE1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3250222584067963	0.0	0.0	0.0	0.0	0.0	1.3250222584067963	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
COQ8A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.325017109556989	0.0	0.0	0.0	0.0	0.0	1.325017109556989	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
TRIM7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.325006811857374	0.0	0.0	0.0	0.0	0.0	1.325006811857374	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
RAB21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3249913653079513	0.0	0.0	0.0	0.0	0.0	1.3249913653079513	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
VAMP7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3249862164581436	0.0	0.0	0.0	0.0	0.0	1.3249862164581436	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
KCNN3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3249759187585286	0.0	0.0	0.0	0.0	0.0	1.3249759187585286	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
TTN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3249707699087212	0.0	0.0	0.0	0.0	0.0	1.3249707699087212	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
CEPT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3249553233592986	0.0	0.0	0.0	0.0	0.0	1.3249553233592986	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
DIAPH3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.324950174509491	0.0	0.0	0.0	0.0	0.0	1.324950174509491	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
COL16A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.324939876809876	0.0	0.0	0.0	0.0	0.0	1.324939876809876	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
NDUFAF4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3249295791102609	0.0	0.0	0.0	0.0	0.0	1.3249295791102609	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
MLC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3249244302604533	0.0	0.0	0.0	0.0	0.0	1.3249244302604533	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
FBXL15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3249192814106459	0.0	0.0	0.0	0.0	0.0	1.3249192814106459	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
SEC31B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3249141325608382	0.0	0.0	0.0	0.0	0.0	1.3249141325608382	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
DDX51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3249089837110308	0.0	0.0	0.0	0.0	0.0	1.3249089837110308	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
SCYL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3249038348612232	0.0	0.0	0.0	0.0	0.0	1.3249038348612232	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
CCNO	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3248986860114156	0.0	0.0	0.0	0.0	0.0	1.3248986860114156	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
H2AC16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3248935371616082	0.0	0.0	0.0	0.0	0.0	1.3248935371616082	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
COL8A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3248883883118006	0.0	0.0	0.0	0.0	0.0	1.3248883883118006	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
UQCR10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3248832394619932	0.0	0.0	0.0	0.0	0.0	1.3248832394619932	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
H2BC9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3248677929125705	0.0	0.0	0.0	0.0	0.0	1.3248677929125705	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
SHLD3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3248626440627629	0.0	0.0	0.0	0.0	0.0	1.3248626440627629	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
DPYSL3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3248574952129555	0.0	0.0	0.0	0.0	0.0	1.3248574952129555	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
WRAP53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3248523463631479	0.0	0.0	0.0	0.0	0.0	1.3248523463631479	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
ATP6V1E1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3248420486635328	0.0	0.0	0.0	0.0	0.0	1.3248420486635328	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
UXT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3248368998137252	0.0	0.0	0.0	0.0	0.0	1.3248368998137252	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
SNAPC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3248317509639178	0.0	0.0	0.0	0.0	0.0	1.3248317509639178	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
CMC4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3248163044144952	0.0	0.0	0.0	0.0	0.0	1.3248163044144952	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
AFAP1L1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3248111555646878	0.0	0.0	0.0	0.0	0.0	1.3248111555646878	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
MTFR2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3248060067148801	0.0	0.0	0.0	0.0	0.0	1.3248060067148801	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
FBF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3248008578650725	0.0	0.0	0.0	0.0	0.0	1.3248008578650725	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
TFB2M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.324795709015265	0.0	0.0	0.0	0.0	0.0	1.324795709015265	TRANSCRIPTOMICS/RNASEQ: Sarma20220_bulk
